title,text,label
"More than 10,000 given Community Service Orders from 2008 to 2024, says Nancy Shukri","KUCHING: A total of 10,522 cases nationwide were imposed with Community Service Orders (CSOs) from 2008 to 2024, says Datuk Seri Nancy Shukri.

The Women, Family and Community Development Minister said that of the total, 8,125 cases involved young offenders, 2,163 involved child offenders and 234 involved adult offenders.

Nancy said the cases involved various offences, with the maximum CSO period imposed being 240 hours.

""We've all made mistakes. The difference is that not everyone is given a second chance, but through CSOs, we provide individuals undergoing them with the opportunity to improve themselves.

""CSOs are not just alternative punishments - they serve as a space for recovery. They help rebuild self-confidence, reshape identity, and provide a second chance to return as better members of society,"" she said at the Community Service Order awareness programme here Saturday (June 21).

Nancy said a study conducted by Universiti Utara Malaysia found that CSOs had a positive impact on offenders' attitudes, emotions and social integration. - Bernama",REAL
"Melaka teen charged with murdering mum and brother, injuring younger sibling in family tragedy","MELAKA, June 18 — A 17-year-old boy is accused of killing his mother and biological elder brother, besides injuring his younger brother at the Ayer Keroh Magistrate’s Court here today.

For the first and second charges, the teenager is accused of causing the death of his 51-year-old mother and 21-year-old biological brother at No 7, Jalan RM3, Taman Rambai Mutiara, in the Melaka Tengah district between 5 and 5.30am on June 12.

He is charged under Section 302 of the Penal Code for murder which provides for the death penalty or imprisonment for not less than 30 years but not more than 40 years, and if not sentenced to death, can be whipped not less than 12 strokes.

No plea was recorded from the accused when the charge was read out in Mandarin by the court interpreter as the murder charge falls under the jurisdiction of the High Court.

Meanwhile, for the third charge, the accused is charged with intentionally causing grievous bodily harm to his 13-year-old younger brother by using a folding knife at the same location on the same date and time.

He is charged under Section 326 of the Penal Code for causing grievous bodily harm which provides for a maximum prison sentence of 20 years and a fine or whipping.

The teenager, however, pleaded not guilty to the charge.

The prosecution was conducted by deputy public prosecutor Farah Nabihah Sofian while the accused was represented by lawyer Cassian Anthony, with no bail offered for all three charges.

Magistrate Uthman Abd Ghani set July 24 for the case to be mentioned again.

On June 12, the media reported that a female teacher and her eldest child died while her youngest child was seriously injured, believed to have been stabbed by a teenage boy who was also the victim’s second child at their home.

The incident is believed to have occurred at around 5am and the single mother and her son were found lying in a pool of blood in the living room.

Police arrested the suspect who was found outside the house in a daze at the time and the weapon, a 20 cm folding knife with blood stains, believed to have been used in the incident, was found kept in a school bag outside the house. — Bernama",REAL
,Sumbangan Asas Rahmah RM600 can now be claimed online via a new verification link.,FAKE
,Cloud seeding causes memory loss in rural areas.,FAKE
"Coordinated protests against tourism levels planned in Spain, Portugal and Italy","BARCELONA (Reuters) -Activists against overtourism are planning protests across Spain, Portugal and Italy on Sunday, with one group urging people to bring water pistols to the demonstration in Barcelona.

Anger has been growing in southern Europe against what protesters say are excessive levels of tourism that they complain are forcing locals out of affordable accommodation, pushing up living costs and clogging up city centres.

International travel spending in Europe is expected to rise by 11% to $838 billion this year, with Spain and France among the countries set to receive record numbers of tourists.

Protests are planned in Barcelona and seven other Spanish cities, including Granada, Palma and Ibiza; Portugal's capital Lisbon; and the Italian cities of Venice, Genova, Palermo, Milan and Naples, according to announcements issued by several of the organising groups.

Organisers, some of whom dismiss the counterargument that tourism brings jobs and prosperity, told Reuters that they wanted to build on scattered protests across Spain last year with the coordinated day of action.

They are joining forces with groups in Portugal and Italy under the umbrella of the SET alliance - Sud d'Europa contra la Turistització, or Southern Europe against Overtourism - Daniel Pardo Rivacoba, spokesperson for Barcelona's Neighbourhoods Assembly for Tourism Degrowth, said.

Some 26 million tourists swelled Barcelona's 1.6-million population in 2024. A survey conducted by Barcelona last year showed that 31% of residents considered tourism to be damaging, the highest figure on record.

""When they (officials) say that we have to specialise in tourism, they are basically telling us that you have to get poorer so that other people can get richer,"" Pardo Rivacoba said, complaining of low pay and poor or non-existent contracts.

ANTI-TOURIST GRAFFITI

Graffiti saying ""Tourists go home"" has become an increasingly common sight across the Mediterranean city and Barcelona's tourism agency was spray painted on Thursday with a message about the planned protest.

The agency said in an open letter published on Friday: ""If you hear someone from Barcelona say, 'Tourists, go home', you should know that most of us don't think that way.""

It said the city welcomed tourists because they brought diversity, while underscoring the challenges brought by mass tourism and the measures taken to address them, such as a ban on tourist apartments and an ongoing tourism tax.

Barcelona, which depends on tourism for 15% of its GDP, announced last year it would shut all short-term lets by 2028. The mayor said at the time rents had risen by 68% in the past 10 years and the cost of buying a house had risen by 38%, becoming a driver of inequality, especially among young people.

Jaime Rodriguez de Santiago, head of vacation rental platform Airbnb for Iberia, said this week that Barcelona's restrictions scapegoated short-lets, which he said can help redistribute visitor flows to less crowded parts of a city.

Catalonia's Socialist president also announced the expansion of Barcelona's airport this week, saying it was critical for the airport to become a major hub for intercontinental connections, drawing further condemnation from campaigners.

Demonstrators have been urged to bring water pistols to the Barcelona protest, Pardo Rivacoba said, after groups squirted tourists last year in a protest that was criticised by the government and travel companies.

A Catalonia regional police source said the force would guarantee the right to protest and citizens' right to move freely, but declined to comment further.

The protest in Venice looks set to be more low-key, with one organiser saying members would display banners in two locations to denounce the impact of overtourism. ""Each city in the SET network organises a demonstration in its own way,"" they said.

While residents in Rome or Venice have staged anti-tourism protests, in poorer southern Italy a tourism boom is helping make some neighbourhoods safer and bringing much-needed cash.

(Reporting by Joan Faus; Additional reporting by Corina Pons and Giselda Vagnoni; Editing by Aislinn Laing and Alison Williams)",REAL
Ukrainians face painful wait to learn if loved ones are among returned bodies,"BUCHA, Ukraine (Reuters) -Volodymyr Umanets, a 69-year-old security guard, hopes his son will be among the Ukrainian prisoners of war now being handed over by Russia, but he knows he could be part of a more sombre homecoming: the repatriated remains of dead soldiers.

Not knowing which group his son, Sergiy, will be in is a torment. “I am told to wait. What else is left for me to do?” said Umanets, as tears welled up in his eyes.

This week Russia and Ukraine began implementing a deal reached at June 2 peace talks in Istanbul to hand over 1,000 prisoners of war each, and also a huge number of human remains.

Alongside the joyful scenes of soldiers returning home and hugging loved ones, there have been macabre images of men dressed in hazmat suits transferring body bags from refrigerated trucks.

Russia said it plans to hand over the remains of around 6,000 Ukrainian soldiers in this phase of the exchange. So far this week, it said it transferred 1,212 sets of remains, while Ukraine said it handed over the bodies of 27 Russian soldiers.

Volodymyr Umanets’s son Sergiy, 49, served in the army as a younger man and volunteered to rejoin shortly after the February 2022 full-scale invasion. He was serving in the Ukrainian military in south-eastern Ukraine when he went missing in combat in December 2023.

His father, who works as a security guard in the town hall in Bucha, outside Kyiv, said he still hopes Sergiy is alive, and that he was captured by the Russian side.

But he acknowledged the possibility that his son may have been killed. He gave authorities a sample of his DNA so that if Sergiy’s remains are recovered, he can be identified.

“You know, I want to know at least something, to get at least some information,” he said.

“I read recently in the newspaper that a young man was declared missing. And during the exchange of bodies, his DNA was identified. He was buried today. I wish I knew at least this.”

Each side has been handing over soldiers’ remains periodically throughout the conflict, but the swap now underway is of an unprecedented scale.

PAINSTAKING PROCESS

For Ukraine, the repatriation of the remains marks the start of a long and painstaking process to identify who they are, how they died, and to notify their families.

The task is made more complicated because sometimes the returned soldiers were killed in explosions so their bodies are in fragments, according to Djordje Alempijevic, a professor of forensic science at Belgrade University who helped examine the remains of people killed in conflicts in the Western Balkans in the 1990s.

An added complication, he said, is that some of the remains have been stored for a long time, and they degrade, even if kept in refrigeration.

In the best case scenario, the bodies are returned with some documents to help identification, said Dmytro Hapchenko, a local council official in Bucha who has worked on remains of people killed in the war.

But he said that does not always happen.

In fact, Ukraine has alleged that Russia’s approach to processing the remains of Ukrainian soldiers has been haphazard.

On June 2, Ukrainian President Volodymyr Zelenskiy told reporters that in previous repatriations of remains, Russia handed over bodies to Ukraine that were actually dead Russian soldiers.

Russia, in response, has accused Ukraine of deliberately delaying the exchange of the remains, stranding trucks with human bodies on the Russian side of the border, a claim denied by Ukraine.

Absent any identifying documents for the returned remains, forensic pathologists will try to conduct an autopsy, said Alempijevic. He said they look for features like old bone fractures, dental characteristics, and metal plates or screws from old surgeries.

Alempijevic, member of the UNSubcommittee for the Prevention of Torture, said autopsies also allowed pathologists to look for evidence of a war crime.

Ukrainian prosecutors have alleged some Ukrainian soldiers were tortured in captivity, or summarily executed, and they are preparing criminal prosecutions. Russia has denied those allegations.

Hapchenko, the Bucha city official, said he was supporting families from his area whose loved ones went missing in the fighting.

“Unfortunately, there are quite a few of them,” he said. Referring to the repatriation of fallen soldiers now underway, he said: “Maybe now they’ll be able to bury them.”

(Additional reporting by Sergiy Karazy; Editing by Sharon Singleton)",REAL
,Chewing gum can stick to your organs if swallowed.,FAKE
"All must play a role in strengthening unity, Raja of Perlis decrees","KANGAR, June 15 — Unity among people of different races, religions, and ethnicities is a vital asset and a central pillar in achieving the formation of a Madani society and nation, which the government is currently pursuing, said the Raja of Perlis, Tuanku Syed Sirajuddin Jamalullail.

His Royal Highness said that since unity is the key to the success and well-being of the people, continuous efforts must be made by all levels of society.

“Everyone must realise their role and responsibility in contributing to the strengthening of unity and values.

“Unity is not the responsibility of a single party. It requires a collective effort from government agencies, non-governmental organisations, community leaders, educational institutions, and every individual. We all have a part to play.

“Let us make our homes, schools, workplaces, and communities’ platforms to nurture the spirit of unity and love among people,” His Royal Highness said at the official opening of this year’s state-level Unity Week celebration here today.

Gracing the event was Raja Perempuan of Perlis, Tuanku Tengku Fauziah Almarhum Tengku Abdul Rashid.

Raja Muda of Perlis, Tuanku Syed Faizuddin Putra Jamalullail, Raja Puan Muda of Perlis, Tuanku Dr Hajah Lailatul Shahreen Akashah Khalil and Deputy Minister of National Unity, Senator Saraswathy Kandasami were also in attendance.

Tuanku Syed Sirajuddin stated that the challenges to unity have become increasingly complex, ranging from issues of racism to extremist ideologies, emphasising that initiatives like Unity Week should serve as a platform to strengthen inter-ethnic interaction, broaden community networks, and foster understanding among communities.

“Therefore, I hope that this programme will achieve its goals by ensuring that the element of unity becomes the foundation in every action and interaction, based on mutual respect, cooperation, consensus, and tolerance,” the Ruler said.

Tuanku Syed Sirajuddin also urged the people of Perlis, regardless of their background, to continue supporting this noble effort to ensure the continuity of harmony and stability in the state and the nation. — Bernama",REAL
Police nab man who drove off with special needs girl in Penaga,"KEPALA BATAS: Police have arrested a man who fled in a vehicle with a 12-year-old special needs girl in Penaga on Friday (June 20).

Seberang Perai Utara OCPD Asst Comm Anuar Abd Rahman said the incident occurred around 5.30pm when the girl's mother had gone to her husband's workshop to deliver engine oil, leaving her daughter in the car with the engine still running.

""However, when the woman, who is in her 40s, returned to the vehicle, she discovered that both the car and her daughter were missing. She then used a location tracking app to locate her phone, which was with her daughter, and found it was in the Bagan Lalang area of Butterworth,"" he said in a statement on Saturday (June 21).

He added that based on this information, a team from the Criminal Investigation Division of the Seberang Perai Utara district police headquarters, together with personnel from the Butterworth police station, managed to arrest a suspect and recover both the victim and the vehicle.

He said checks revealed that the suspect, who is in his 60s, has a criminal record with seven cases and 11 drug-related cases.

""The victim is in good condition and did not sustain any injuries. She was taken to Kepala Batas Hospital for a medical examination,"" he added.

Anuar said that further investigations are ongoing. The case is being investigated under Sections 379A and 363 of the Penal Code.

Anyone with any information is urged to contact investigating officer ASP Haslinda Rahmat at 04-576 2222 (ext 2275) or report to the nearest police station to assist with the investigation. – Bernama",REAL
,A Home Ministry officer is going door to door verifying identification cards.,FAKE
Six-year-old autistic boy reported missing near Kinabatangan riverbank,"KOTA KINABALU: A search and rescue operation has been launched following the disappearance of a six-year-old autistic boy in Batu Putih, near Menggaris in Kinabatangan on Saturday afternoon (June 21).

The Kinabatangan Fire and Rescue Department received an emergency call at 5.14pm reporting that the child, identified as Mohammad Aqeef Al Tarmiezy Arman, had gone missing while playing near the riverbank.

According to station chief Hairi Utoh, villagers began searching for the boy from as early as 2pm, combing the nearby area until 6pm, but he has yet to be found.

Two firefighters were deployed to the location, some 14km from the station, arriving at 5.47pm.

As of now, no other agencies are involved, and the operation remains ongoing.

Mohammad Aqeef, who is diagnosed with autism, was last seen near the river and is believed to have wandered off without anyone noticing.

Those with relevant information are urged to contact the Kinabatangan Fire and Rescue station or Hairi at 017-861 6619.",REAL
,Wearing red during thunderstorms attracts lightning.,FAKE
WhatsApp to the rescue: Lost teens found after sharing location with Bomba,"BUKIT MERTAJAM: Two teenagers who got lost in the forest while hiking at Bukit Cherok Tok Kun, famed for its big buttress trees in Penang, here Saturday (June 21) were swiftly rescued by the Fire and Rescue Department, thanks to a handy smartphone.

Penang Fire and Rescue Department assistant operations director John Sagun Francis said the victims shared their location with his team via WhatsApp at 1.16pm.

""A team from the Bukit Mertajam Fire and Rescue Station was deployed to the location, where five personnel were involved in the search and rescue operation for the teenagers, with the assistance of the public.

""The two 18-year-olds were found and brought down safely, with the operation ending at 4.14pm,"" he said in a statement, adding that the victims had been handed over to their guardians. - Bernama",REAL
"Blaze destroys three factories, 15 vehicles in Johor industrial park",,REAL
,"BERNAMA TV announced a special EPF withdrawal of RM10,000 starting 7 January 2025.",FAKE
,JPNIN is co-organizing the International Youth Rationalism Forum 2023.,FAKE
,Drinking rainwater during thunderstorms strengthens your aura.,FAKE
Johor MB: Over RM2 million allocated to upgrade digital systems at state land office to ease transactions,"JOHOR BARU, June 18 — The Johor government has allocated over RM2 million to upgrade the digital systems of the state’s Land and Mines Office (PTG) to improve transaction processes, Menteri Besar Datuk Onn Hafiz Ghazi announced today.

Of the total, RM1.55 million is earmarked for upgrading the Computerised Land Registration System (SPTB) portal.

“This includes enhancements to the Johor PTG’s e-submission, e-search, and e-consent digital services. Online private searches for strata titles are now available and will soon be extended to landed titles as well,” he said in a statement.

An additional RM500,000 has been allocated for developing the e-SBKS system, scheduled to launch in September.

“The e-SBKS system will significantly reduce the time required for land grant returns from 510 days to just 53 days per transaction,” Onn Hafiz said.

He added that the state government is also considering raising the levy fee for property acquisition approvals by foreign interests to address operational costs.

“The proposed levy increase is from two per cent with a minimum of RM20,000 to three per cent with a minimum of RM30,000.

“Additionally, the registration fee for land transfer transactions involving properties valued at RM500,000 and above will see an additional RM500 charge for every RM100,000 increase in property valuation,” he explained.

Onn Hafiz said the proposal was discussed with stakeholders, including the Johor Real Estate and Housing Developers Association of Malaysia (Rehda) and the Johor Bar Committee.

He noted that the levy rate for foreign property acquisitions has remained unchanged since 2014, while land transfer registration fees have not been revised since 2004.

“This initiative demonstrates the state government’s commitment to enhancing public service delivery, making it more efficient, transparent, and responsive to the people’s needs,” he said.

The improvements aim to ease processes for residents, expedite land transaction approvals, and bolster investor confidence in Johor’s public service system.

Onn Hafiz also highlighted additional work process enhancements by the Johor PTG, which have significantly shortened processing times.

“For instance, approvals for foreign interests have been reduced from 70 to 21 days, while local transactions have been cut from 14 to seven days,” he added.",REAL
,You can detox your liver completely by drinking lemon water daily.,FAKE
,Drinking tea after 10 PM attracts negative energy.,FAKE
,"Ramadan 2024 assistance of RM1,000 is now available to all Muslim households.",FAKE
20 years of make-up neglect proves a skin-credible mistake,"Compiled by FAZLEENA AZIZ, TAN SIN CHOW AND R. ARAVINTHAN

AFTER 20 years of not properly removing her make-up, a 37-year-old woman in Jilin city, China, began suffering from red, itchy and hardened skin.

Sin Chew Daily reported that the woman, known only as Gao, began using makeup at 15 and admitted to almost never removing it properly since. At best, she would rinse her face with water before going to bed.

Her face recently became severely swollen and inflamed. Instead of seeing a dermatologist, she went to a cosmetic clinic and got a “skin booster injection” (also known as mesotherapy).

But afterwards, her face became stiff, the redness deepened into a purplish tone, and the heat and itchiness worsened.

According to the news report, leftover make-up and dirt can irritate the skin, causing redness, itchiness or even allergic reactions such as swelling and blisters.

Some netizens questioned the story’s authenticity, suggesting the woman’s face showed signs of cosmetic surgeries, and it was unlikely she would have been allowed to have make-up on during surgery.

Others said her symptoms were consistent with viral infections or allergic reactions following mesotherapy.

> Veteran Hong Kong actor Alex Man, 67, has been relying on nightclub performances and commercial events to make a living.

Now living in China, his mental and physical health have been a source of concern among fans, Oriental Daily reported.

In a recent public appearance, Man was seen limping.

Despite his poor health, Man continues to work to support his family.

In footage of one of his recent commercial appearances, he is seen performing as a drummer during a lion dance show. Despite playing the drums energetically, his gait appeared laboured.

(The above articles are compiled from the vernacular newspapers (Bahasa Malaysia, Chinese and Tamil dailies). As such, stories are grouped according to the respective language/medium. Where a paragraph begins with a >, it denotes a separate news item.)",REAL
"More than 10,000 given Community Service Orders from 2008 to 2024, says Nancy Shukri","KUCHING: A total of 10,522 cases nationwide were imposed with Community Service Orders (CSOs) from 2008 to 2024, says Datuk Seri Nancy Shukri.

The Women, Family and Community Development Minister said that of the total, 8,125 cases involved young offenders, 2,163 involved child offenders and 234 involved adult offenders.

Nancy said the cases involved various offences, with the maximum CSO period imposed being 240 hours.

""We've all made mistakes. The difference is that not everyone is given a second chance, but through CSOs, we provide individuals undergoing them with the opportunity to improve themselves.

""CSOs are not just alternative punishments - they serve as a space for recovery. They help rebuild self-confidence, reshape identity, and provide a second chance to return as better members of society,"" she said at the Community Service Order awareness programme here Saturday (June 21).

Nancy said a study conducted by Universiti Utara Malaysia found that CSOs had a positive impact on offenders' attitudes, emotions and social integration. - Bernama",REAL
"As police look on, student demonstraters take to KK streets to call for reform (VIDEO)","KOTA KINABALU, June 21 — The steady beating of drums and rousing chants calling for clean governance could be heard throughout Kota Kinabalu’s central business district streets today, as a student-led anti-corruption demonstration walked the streets escorted by uniformed policemen.

It’s a rare sight for most as such protests, complete with megaphones, banners, placards and signs, are usually not allowed by authorities and limited to restricted areas.

A group of some 100 or so people consisting mostly of students from University Malaysia Sabah and civic society gathered in front of the Suria Sabah shopping mall for the second edition of its Gempur Rasuah Sabah rally.

Unlike the first time they had their rally where they marched from UMS to the state administrative building along a busy highway before they were stopped, the police presence this time was much more congenial, without the Light Strike Force unit or heavy arms — mostly helping keep public order on the busy roads.

The police had approved their gathering on June 18 with the caveat they adhered to certain rules.

Students and civil society groups accompanied by policemen took to the streets of Kota Kinabalu calling for clean and fair governance, transparency and a solution to their water shortage issue. — Picture by Julia Chan

“It’s quite good to see this. It’s a normal part of democracy and freedom of expression. It’s good to see the police presence and actually helping them. No guns, no attacks, no abuse or disorderly conduct.

“I think it’s good for the government to allow this to happen,” said Datuk Ahmad Abdul Rahman, Sabah’s former State Assembly speaker who was passing by in the vicinity when he saw the commotion.

Many motorists who passed by the group also honked their horns in solidarity with the group.

Organised by student coalition Suara Mahasiswa, the Gempur Rasuah Sabah 2.0 rally participants carried signs denouncing corruption, calling for action against certain politicians and also demanding the authorities solve the water shortage issue which has been plaguing the university for months.

The group left the mall entrance at around 2.30pm and walked towards the main market, when it started pouring.

Stopping briefly to put on raincoats, they continued their march towards Centre Point shopping centre before ending up at Lintasan Deasoka near Gaya Street, where organisers have announced plans for a 24-hour sit-in.

A passerby, former Sabah state assembly speaker Datuk Ahmad Abdul Rahman said such peaceful demonstrations was a sign of a healthy democracy. — Picture by Julia Chan

A minor blip occurred when the group came across some people holding up a banner depicting an opposition political party.

Some tension occurred between the two groups but was quickly dismissed with the help of police.

Its leader Muhammad Fadhli Muhammad Kasim said that the students did not want to have any political connections.

He also called for specific action from authorities, including investigations into alleged misconduct involving the Sabah Water Department (JANS) that had led to their water issue, a fully autonomous Malaysian Anti-Corruption Commission (MACC) office in the state, and investigation into the appointment of the state governor.

Not one kilometre away, another smaller, less lively group calling themselves Gerakan Anak Muda dan Mahasiswa Anak Sabah (Gammas), held a demonstration lasting less than 30 minutes at Chong Tien Vun park.

Claiming to be students of the university, their spokesperson Noridi @ Noraidi Maya insisted their gathering is not a counter-rally, but to express solidarity with Chief Minister Datuk Seri Hajiji Noor and “defend the integrity of the government” after the many beneficial policies and provisions for students.

Gammas’s gathering did not obtain police approval but the gathering remained peaceful throughout.

They dispersed shortly after reading out their mission statement to the media.",REAL
Three Malaysian haj pilgrims die from heart attacks in Saudi,"PETALING JAYA: There have been two more deaths of Malaysian haj pilgrims in the holy land, says Datuk Dr Mohd Na’im Mokhtar.

The Minister in the Prime Minister’s Department (Religious Affairs) wrote in a Facebook post on Friday (June 20) that Tabung Haji has managed all the needs of the deceased in accordance with Islamic law, including the management of the burial in the Holy Land.

“On behalf of the Malaysian Government and all members of the haj agency, I express my condolences to the family members of the deceased. May their souls be granted forgiveness, mercy and placed among the righteous,” wrote Mohd Na’im

The first pilgrim, Abd Wahab Yahaya, aged 63, from Telok Panglima Garang, Selangor, died on 19 June at 4.50pm (Saudi time) due to a heart attack at Hotel Al-Mubarak, Shisha.

The second pilgrim, Mohamed Jafri Yahya, aged 60, from Tanah Rata, Pahang, died on 19 June at 7.39pm (Saudi time) due to a heart attack at Hospital Jiwar, Makkah.

The third pilgrim, Norizan Tarsi, aged 59, from Butterworth, Penang, died on 20 June at 6.45am (Saudi time) due to a heart attack at Abraj Al-Tayseer.

More than 31,600 Malaysians performed the haj pilgrimage this year, which concluded on June 9.

Malaysian pilgrims had begun returning home from June 14 onwards.",REAL
"Klang fatal shooting: ‘I thought it was a crow-shooting operation,’ says witness after man found dead in pickup","KLANG, June 21 — The daily routine of the community in Taman Meru Utama came to a standstill when the peace was shattered by the sound of gunfire in front of a motorcycle shop that claimed the life of a local man yesterday (June 20).

At the time of the incident, a retail shop owner, a woman who wished to remain anonymous, revealed that the shooting happened so quickly that it was difficult for the public to ascertain where several gunshots heard at about 3.20 pm, were coming from.

“I was tying flowers to make a garland when I heard an explosion like firecrackers, then I looked towards a motorcycle shop which was just 20 metres away and saw several individuals, including the motorcycle shop workers, running towards my store.

“I thought it was a crow-shooting operation but that hasn’t been staged here for a long time since many trees have been cut down (where crows perch), ... then I realised someone has been shot and killed in a vehicle right in front of the motorcycle shop,” she told Bernama here today.

The woman in her 50s also said that this was the first incident of its kind to occur near Taman Meru Utama in the five years she and her family have been running a grocery and food business.

Yesterday, North Klang police chief ACP S Vijaya Rao confirmed that a 46-year-old local man had died from gunshot wounds in a four-wheel drive Ford Ranger pickup truck, with a post-mortem scheduled for 9 am today.

When contacted today, Vijaya Rao said police were investigating possible secret society elements in the case.

He said several individuals had so far been called in to have their statements recorded.

“Preliminary investigations found that the victim, who was self-employed, was accompanying his friend who wanted to buy a second-hand motorcycle at the shop.

“He was believed to have been shot at close range, and a post-mortem is still ongoing,” he said, adding that the police were also reviewing closed-circuit television (CCTV) footage from the surrounding area.

The case is being investigated under Section 302 of the Penal Code for murder. — Bernama",REAL
Russia says it tests new laser defences against drones,"MOSCOW (Reuters) -Russia said on Friday it had conducted large-scale tests of new laser-based systems to defend against drones.

A government statement described the new technology as ""promising"" and said it had been tested against various types of drone in different weather conditions.

It said the anti-drone lasers would become part of a ""universal air defence system"" that President Vladimir Putin said this week Russia needed to build.

""The test results will be used to refine existing models and create systems capable of providing reliable protection against modern air attack weapons. Conducting tests allows us to move on to serial production and upscaling,"" the statement said. An accompanying video showed charred debris from a destroyed drone.

Both sides have deployed drones on a huge scale in the Russia-Ukraine war, using them to spot and hit targets not only on the battlefield but way beyond the front lines.

Ukrainian drones have frequently struck sites deep inside Russia such as oil depots, refineries and airfields, highlighting the need for Moscow to boost its defences.

Earlier this month, Ukrainian drones smuggled close to air bases in trucks inflicted serious damage to Russia's long-range bomber fleet.

(Reporting by Reuters, writing by Mark Trevelyan, Editing by William Maclean)",REAL
,"An RM10,000 EPF withdrawal is available for all contributors from 17 December 2024.",FAKE
,Malaysia plans to switch to driving on the right side of the road in 2026.,FAKE
"Israel claims killing of Iranian commander who allegedly helped fund, arm Hamas","JERUSALEM, June 21 — Israel's Defence Minister Israel Katz said today that the military had killed a veteran commander in the Iranian Revolutionary Guards' overseas arm, in a strike in an apartment in Iran's Qom province.

The commander, Saeed Izadi, led the Palestine Corps of the overseas arm, or Quds Force, Katz said in a statement.

The Israeli military later said that it killed a second commander of the Guards' overseas arm, who it identified as Benham Shariyari, during a strike on his vehicle overnight in western Tehran.

It said the commander “was responsible for all weapons transfers from the Iranian regime to its proxies across the Middle East”.

Shariyari supplied missiles and rockets launched at Israel to Hezbollah, Hamas and Yemen's Houthis, according to the Israeli military.

There was no confirmation from the IRGC on the killing of the two commanders.

The Quds Force built up a network of Arab allies known as the Axis of Resistance, establishing Hezbollah in Lebanon in 1982 and supporting the Palestinian militant Islamist group Hamas in the Gaza Strip.

But the Iran-aligned network has suffered major blows over the last two years, as Israeli offensives since Hamas' October 7, 2023, attacks on Israel have weakened both the Palestinian group and Hezbollah.

Katz said Izadi financed and armed Hamas during the initial attacks, describing the commander's killing as a “major achievement for Israeli intelligence and the Air Force”.

Izadi was sanctioned by the US and Britain over what they said were his ties to Hamas and Palestinian militant faction Islamic Jihad, which also took part in the October 7 attacks. — Reuters",REAL
"Sabah polls: GRS eyes 52 seats, 21 to national parties, says Banah","KOTA KINABALU: Gabungan Rakyat Sabah (GRS) is expected to field candidates in at least 52 out of the 73 state constituencies in the upcoming 17th state election (PRN17), signalling a strong push by the coalition to retain power.

""Given the strong local sentiment towards Sabah-based parties ahead of this election, I foresee us contesting 52 seats, subject to the approval of GRS chairman Datuk Seri Hajiji Noor,"" said Parti Gagasan Rakyat Sabah (Gagasan Rakyat) vice-president Datuk Masiung Banah.

""The remaining 21 seats will be allocated to national parties that agree to cooperate with GRS,"" Parti Gagasan Rakyat Sabah (Gagasan Rakyat) vice-president Datuk Masiung Banah told hundreds of attendees at a roadshow in Kampung Mananam, Tenom, on Saturday (May 24).

Banah expressed confidence that local candidates under the GRS banner could outperform opposition parties, particularly those previously rejected by voters during their time in government.

The Kuamut assemblyman stressed that GRS would be more cautious in forming future alliances, citing the failed power grab attempt during the “Langkah Kinabalu” episode in January 2023.

Several opposition assemblymen and political leaders from Sabah Barisan Nasional and Parti Warisan, along with defectors who allegedly wanted to align state power, tried to engineer a change of government by persuading elected representatives to switch allegiance and withdraw support from Hajiji.

However, the plan failed after Hajiji managed to retain majority support in the Sabah State Legislative Assembly, thanks to backing from most GRS component parties, several Sabah Barisan assemblymen, and Sabah Pakatan Harapan, which pledged support for political stability.

Banah, meanwhile, stated that the current working relationship between GRS and Sabah Pakatan, both politically and administratively, remains strong and should be maintained.

He believes that if the collaboration continues into the upcoming election, the coalition stands a strong chance of forming the Sabah government once again.

Earlier, Banah received a warm welcome from the Orang Sungai Making ethnic community at the Mananam District Polling Centre (PDM), accompanied by a convoy of over 30 motorcycles waving GRS flags.

The GRS roadshow was attended by all division chiefs from the coalition’s component parties in the Kuamut constituency.

Apart from Gagasan Rakyat, the other seven GRS component parties are Parti Bersatu Sabah (PBS), Sabah STAR, United Sabah National Organisation (Usno), Parti Cinta Sabah (PCS), Sabah Progressive Party (SAPP), Liberal Democratic Party (LDP), and Parti Harapan Rakyat Sabah.",REAL
,PDRM has opened recruitment for 2025 via WhatsApp applications.,FAKE
,Wearing socks while sleeping reduces brain oxygen.,FAKE
